【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_nakamura_kazuuji,中村一氏,中村一氏,中村,一氏,Nakamura Kazuuji,clan_nakamura_1,tokai,基于分组自动创建家族,,1549,1563,1600,病死,,,,,,全职种,0,0,温和,普通,现实,普通,普通,40,武具,普通,普通,其他,刀剑,54,48,69,38,59,1,1,1,0,0,0,0,0,3,3,1,3,1,1,1,1,无,强袭，丢钱,无,一般条件,,,未登场,中村一氏,浪人,其他,无,目加田之町,无,未登场,中村一氏,足轻组头,直臣,织田家,清洲城,无,已登场,中村一氏,足轻组头,直臣,织田家,清洲城,无,已登场,中村一氏,足轻组头,直臣,织田家,岐阜城,无,已登场,中村一氏,足轻组头,直臣,织田家,岐阜城,无,已登场,中村一氏,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,中村一氏,国主,直臣,羽柴家,岸和田城,无,已登场,中村一氏,大名,首领,中村家,骏府城,无,已登场,中村一氏,部将,直臣,中岛家,岩尾城,无
lord_1_michikawa_hyooebee,道川兵衛三郎,道川兵卫三郎,道川,兵卫三郎,Michikawa Hyooebee,clan_michikawa_1,neutral_culture,基于分组自动创建家族,,1550,1564,1619,病死,,,,,,武将以外优先,75,75,温和,勇敢,现实,慎重,普通,55,艺术品,贪心,普通,其他,枪,25,20,56,58,47,0,0,0,0,0,0,0,1,2,2,2,3,2,2,0,1,无,拔突，丢钱，大宴宾客,风雅之士,无要求,,,未登场,道川兵卫三郎,浪人,其他,无,敦贺之町,无,未登场,道川兵卫三郎,浪人,其他,无,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,当家,首领,川舟屋,敦贺之町,无,已登场,道川兵卫三郎,侍大将,直臣,三刀屋家,骏府城,无
lord_1_nakayama_tomomasa,中山朝正,中山朝正,中山,朝正,Nakayama Tomomasa,clan_nakayama_1,ou,基于分组自动创建家族,,1548,1562,1617,病死,,,,,,全职种,95,95,普通,胆小,普通,慎重,不重情义,60,武具,普通,普通,其他,刀剑,39,43,34,25,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,无,强袭,无,无要求,,,未登场,中山朝正,足轻组头,直臣,最上家,山形城,无,未登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,足轻组头,直臣,最上家,山形城,无,已登场,中山朝正,家老,直臣,最上家,山形城,无,已登场,中山朝正,部将,直臣,中岛家,岩尾城,无
lord_1_nagoya_sanzaburo,名古屋山三郎,名古屋山三郎,名古屋,山三郎,Nagoya Sanzaburo,clan_nagoya_1,neutral_culture,基于分组自动创建家族,,1572,1586,1603,战死,,,,,,全职种,10,10,性急,勇敢,理想,轻率,重视情义,69,艺术品,贪心,嗜酒如命,其他,刀剑,8,76,10,8,88,0,0,0,0,0,2,0,2,0,0,0,1,3,1,2,1,无,强袭，拔突，二连苦无，铁壁,无,一般条件,,,未登场,名古屋山三郎,浪人,其他,无,目加田之町,无,未登场,名古屋山三郎,浪人,其他,无,目加田之町,无,未登场,名古屋山三郎,浪人,其他,无,目加田之町,无,未登场,名古屋山三郎,浪人,其他,无,目加田之町,无,未登场,名古屋山三郎,浪人,其他,无,目加田之町,无,未登场,名古屋山三郎,浪人,其他,无,安土之町,无,未登场,名古屋山三郎,足轻组头,陪臣（蒲生氏乡）,羽柴家,日野城,无,已登场,名古屋山三郎,侍大将,直臣,森家,岩村城,无,已登场,名古屋山三郎,足轻组头,直臣,山中家,江户城,无
lord_1_nasa_nihonsuke,奈佐日本助,奈佐日本助,奈佐,日本助,Nasa Nihonsuke,clan_nasa_1,neutral_culture,基于分组自动创建家族,,1537,1554,1581,战死,,,,,,武将以外优先,30,30,性急,勇敢,理想,轻率,普通,55,武具,贪心,嗜酒如命,其他,刀剑,50,61,15,21,46,1,0,1,3,3,2,1,0,2,0,0,0,0,0,0,0,蝴蝶之阵,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,奈佐日本助,头领,首领,丹后水军,舞鹤之砦,无,已登场,奈佐日本助,头领,首领,丹后水军,舞鹤之砦,无,已登场,奈佐日本助,头领,首领,丹后水军,舞鹤之砦,无,已登场,奈佐日本助,头领,首领,丹后水军,舞鹤之砦,无,已登场,奈佐日本助,头领,首领,丹后水军,舞鹤之砦,无,已死亡,奈佐日本助,无效,无效,无,无效,无,已死亡,奈佐日本助,无效,无效,无,无效,无,已死亡,奈佐日本助,无效,无效,无,无效,无,已登场,奈佐日本助,浪人,其他,无,仓敷之町,无
lord_1_nasu_2,那須資晴,那须资晴,那须,资晴,Nasu Sukeharu,clan_nasu_1,kanto,精确匹配织丰,,1557,1571,1610,病死,,,,,,全职种,50,50,性急,勇敢,普通,轻率,普通,74,艺术品,普通,普通,藤原氏,弓,59,62,47,49,40,2,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,无,刚弓,无,无要求,,,未登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,未登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,未登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,未登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,已登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,已登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,已登场,那须资晴,城主,直臣,宇都宫家,乌山城,无,已登场,那须资晴,足轻大将,直臣,德川家,江户城,无,已登场,那须资晴,浪人,其他,无,小滨之町,无
lord_1_nagatsuka_masaiye,長束正家,长束正家,长束,正家,Nagatsuka Masaiye,clan_nagatsuka_1,kinai,基于分组自动创建家族,,1557,1571,1600,战死,,,,,,全职种,12,12,普通,胆小,现实,慎重,普通,33,书籍,普通,滴酒不沾,其他,刀剑,21,13,86,18,56,0,0,0,0,0,0,0,0,3,4,2,3,2,2,2,3,无,强袭，伤药，丢钱,无,一般条件,,,未登场,长束正家,足轻组头,直臣,织田家,那古野城,无,未登场,长束正家,浪人,其他,无,今滨之町,无,未登场,长束正家,足轻组头,直臣,织田家,清洲城,无,未登场,长束正家,足轻组头,直臣,织田家,岐阜城,无,已登场,长束正家,足轻组头,陪臣（丹羽长秀）,织田家,佐和山城,无,已登场,长束正家,足轻大将,陪臣（丹羽长秀）,织田家,佐和山城,无,已登场,长束正家,足轻大将,直臣,丹羽家,北之庄城,无,已登场,长束正家,城主,直臣,丰臣家,水口城,无,已登场,长束正家,浪人,其他,无,长船之町,无
lord_1_natsume_yoshinobu,夏目吉信,夏目吉信,夏目,吉信,Natsume Yoshinobu,clan_natsume_1,kanto,基于分组自动创建家族,,1518,1554,1572,战死,,,,,,只限武将,90,90,普通,勇敢,普通,轻率,重视情义,46,武具,无欲,普通,源氏,刀剑,59,58,26,61,68,1,2,1,1,1,2,1,0,0,0,0,0,0,1,0,0,无,强袭，拔突，铁壁,无,无要求,,,已登场,夏目吉信,足轻大将,直臣,松平家,冈崎城,无,已登场,夏目吉信,侍大将,陪臣（松平元康）,今川家,骏府城,无,已登场,夏目吉信,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,已登场,夏目吉信,侍大将,直臣,德川家,冈崎城,无,已死亡,夏目吉信,无效,无效,无,无效,无,已死亡,夏目吉信,无效,无效,无,无效,无,已死亡,夏目吉信,无效,无效,无,无效,无,已死亡,夏目吉信,无效,无效,无,无效,无,已登场,夏目吉信,浪人,其他,无,津山之町,无
lord_1_nabeshima_katsushige,鍋島勝茂,锅岛胜茂,锅岛,胜茂,Nabeshima Katsushige,clan_nabeshima_1,saikai,家族和文化自动推断,,1580,1594,1657,病死,锅岛直茂,548,锅岛清房,844,锅岛直茂 锅岛清房,只限武将,80,80,普通,胆小,理想,轻率,普通,42,南蛮物,普通,普通,藤原氏,刀剑,51,47,50,41,59,1,2,2,1,1,1,2,0,0,1,0,0,1,0,0,0,无,强袭,无,无要求,,,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,未登场,锅岛胜茂,足轻组头,陪臣（锅岛直茂）,龙造寺家,佐嘉城,无,已登场,锅岛胜茂,家老,直臣,锅岛家,佐贺城,无,已登场,锅岛胜茂,浪人,其他,无,奈良之町,无
lord_1_nabeshima_4,鍋島直茂,锅岛直茂,锅岛,直茂,Nabeshima Naoshige,clan_nabeshima_1,saikai,精确匹配织丰,,1538,1554,1618,病死,锅岛清房,844,,,锅岛胜茂 锅岛清房,只限武将,70,70,普通,勇敢,现实,普通,普通,85,南蛮物,贪心,普通,藤原氏,刀剑,81,55,86,87,64,3,3,3,2,1,2,3,0,3,2,2,3,2,4,2,1,威吓,强袭，拔突，急所击，铁壁，丢钱,策士,一般条件,,,未登场,锅岛直茂,侍大将,陪臣（锅岛清房）,龙造寺家,佐嘉城,无,已登场,锅岛直茂,部将,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,部将,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,部将,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,家老,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,家老,直臣,龙造寺家,佐嘉城,无,已登场,锅岛直茂,大名,首领,锅岛家,佐贺城,无,已登场,锅岛直茂,浪人,其他,无,鹿儿岛之町,无
lord_1_ruzon_sukezaemon,呂宋助左衛門,吕宋助左卫门,吕宋,助左卫门,Ruzon Sukezaemon,clan_ruzon_1,neutral_culture,基于分组自动创建家族,,1546,1560,1612,病死,,,,,,武将以外优先,75,75,普通,勇敢,理想,轻率,不重情义,88,南蛮物,贪心,普通,其他,刀剑,34,62,64,71,83,0,0,0,3,0,2,0,2,2,0,3,4,2,4,2,2,无,强袭，拔突，二连苦无，铁壁，丢钱，贿赂,无,无要求,,,未登场,纳屋助左卫门,浪人,其他,无,堺之町,无,未登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,纳屋助左卫门,见习,直臣,纳屋,堺之町,无,已登场,吕宋助左卫门,浪人,其他,无,堺之町,无,已登场,纳屋助左卫门,浪人,其他,无,直江津之町,无
lord_1_narita,成田氏長,成田氏长,成田,氏长,Narita Ujinaga,clan_narita_1,kanto,精确匹配织丰,,1542,1556,1595,病死,成田长泰,552,成田亲泰,###,成田长忠 成田长泰 成田长亲,全职种,82,82,普通,胆小,普通,慎重,不重情义,77,书籍,贪心,嗜酒如命,藤原氏,刀剑,62,47,50,62,57,1,0,2,1,0,1,0,1,1,1,1,1,0,2,0,0,无,强袭,无,无要求,,,未登场,成田氏长,侍大将,陪臣（成田长泰）,上杉家,忍城,无,未登场,成田氏长,部将,陪臣（成田长泰）,北条家,忍城,无,已登场,成田氏长,侍大将,陪臣（成田长泰）,长尾家,忍城,无,已登场,成田氏长,城主,直臣,北条家,忍城,无,已登场,成田氏长,城主,直臣,北条家,忍城,无,已登场,成田氏长,城主,直臣,北条家,忍城,无,已登场,成田氏长,城主,直臣,北条家,忍城,无,已死亡,成田氏长,无效,无效,无,无效,无,已登场,成田氏长,浪人,其他,无,长滨之町,无
lord_1_narita_nagatada,成田長忠,成田长忠,成田,长忠,Narita Nagatada,clan_narita_1,kanto,家族和文化自动推断,,1550,1564,1616,病死,成田长泰,552,成田亲泰,###,成田氏长 成田长泰 成田长亲,全职种,80,80,普通,胆小,普通,慎重,普通,40,艺术品,普通,普通,藤原氏,刀剑,47,40,55,55,56,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,无,强袭,无,无要求,,,未登场,成田长忠,侍大将,陪臣（成田长泰）,上杉家,忍城,无,未登场,成田长忠,侍大将,陪臣（成田氏长）,北条家,忍城,无,未登场,成田长忠,足轻组头,陪臣（成田长泰）,长尾家,忍城,无,已登场,成田长忠,侍大将,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长忠,侍大将,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长忠,侍大将,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长忠,侍大将,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长忠,城主,直臣,德川家,乌山城,无,已登场,成田长忠,浪人,其他,无,长滨之町,无
lord_1_narita_2,成田長泰,成田长泰,成田,长泰,Narita Nagayasu,clan_narita_1,kanto,精确匹配织丰,,1493,1554,1571,病死,成田亲泰,1352,,,成田氏长 成田长忠 成田长亲,全职种,80,80,普通,胆小,现实,轻率,不重情义,79,武具,贪心,普通,藤原氏,刀剑,56,55,56,41,60,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,无,强袭,无,无要求,,,已登场,成田长泰,城主,直臣,上杉家,忍城,无,已登场,成田长泰,城主,直臣,北条家,忍城,无,已登场,成田长泰,城主,直臣,长尾家,忍城,无,已登场,成田长泰,浪人,其他,无,骏府之町,无,已死亡,成田长泰,无效,无效,无,无效,无,已死亡,成田长泰,无效,无效,无,无效,无,已死亡,成田长泰,无效,无效,无,无效,无,已死亡,成田长泰,无效,无效,无,无效,无,已登场,成田长泰,浪人,其他,无,长滨之町,无
lord_1_narinatsu_nobukatsu,成松信勝,成松信胜,成松,信胜,Narinatsu Nobukatsu,clan_narinatsu_1,saikai,基于分组自动创建家族,,1545,1559,1584,战死,,,,,,只限武将,60,60,普通,勇敢,普通,轻率,重视情义,41,武具,无欲,普通,其他,刀剑,67,79,28,54,64,2,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0,无,强袭，连续斩，拔突，刚力，铁壁,无,无要求,,,未登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,未登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,成松信胜,侍大将,直臣,龙造寺家,佐嘉城,无,已死亡,成松信胜,无效,无效,无,无效,无,已登场,成松信胜,当家,首领,杂货屋,赤间关之町,无
lord_1_narutomi_shigeaki,成富茂安,成富茂安,成富,茂安,Narutomi Shigeaki,clan_narutomi_1,saikai,基于分组自动创建家族,,1560,1574,1634,病死,,,,,,只限武将,60,60,普通,普通,普通,普通,普通,33,武具,普通,普通,其他,刀剑,70,62,79,52,66,2,2,2,1,1,1,2,0,3,4,2,2,1,2,1,0,土龙攻,强袭,无,无要求,,,未登场,成富茂安,足轻组头,直臣,龙造寺家,佐嘉城,无,未登场,成富茂安,足轻组头,直臣,龙造寺家,佐嘉城,无,未登场,成富茂安,足轻组头,直臣,龙造寺家,佐嘉城,无,未登场,成富茂安,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,成富茂安,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,成富茂安,足轻大将,直臣,龙造寺家,佐嘉城,无,已登场,成富茂安,足轻大将,直臣,龙造寺家,佐嘉城,无,已登场,成富茂安,家老,直臣,锅岛家,佐贺城,无,已登场,成富茂安,浪人,其他,无,博多之町,无
lord_1_nanbu_toshinao,南部利直,南部利直,南部,利直,Nanbu Toshinao,clan_nanbu_1,ou,家族和文化自动推断,,1576,1590,1632,病死,南部信直,556,石川高信,74,石川高信 南部信直,只限武将,65,65,温和,普通,普通,普通,普通,48,书籍,普通,普通,源氏,刀剑,61,44,76,70,67,2,3,0,0,0,1,1,0,0,2,3,1,1,2,1,1,无,强袭,无,一般条件,,,未登场,南部利直,足轻组头,陪臣（南部信直）,南部家,三户城,无,未登场,南部利直,足轻组头,陪臣（南部信直）,南部家,三户城,无,未登场,南部利直,足轻组头,陪臣（南部信直）,南部家,三户城,无,未登场,南部利直,足轻组头,陪臣（南部信直）,南部家,三户城,无,未登场,南部利直,足轻组头,陪臣（南部信直）,南部家,三户城,无,未登场,南部利直,足轻组头,直臣,南部家,三户城,无,未登场,南部利直,足轻组头,直臣,南部家,三户城,无,已登场,南部利直,家老,直臣,南部家,盛冈城,无,已登场,南部利直,大名,首领,南部家,会津若松城,无
lord_1_nanbu_2,南部信直,南部信直,南部,信直,Nanbu Nobunao,clan_nanbu_1,ou,精确匹配织丰,,1546,1560,1599,病死,石川高信,74,南部政康,###,石川高信 南部利直 南部晴政,只限武将,70,70,普通,勇敢,普通,普通,普通,80,艺术品,贪心,普通,源氏,刀剑,72,54,69,68,65,2,3,1,0,2,2,3,0,2,1,2,1,3,3,1,0,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,南部信直,家老,直臣,南部家,三户城,无,未登场,南部信直,部将,陪臣（南部晴政）,南部家,三户城,无,已登场,南部信直,部将,直臣,南部家,三户城,无,已登场,南部信直,家老,直臣,南部家,三户城,无,已登场,南部信直,家老,直臣,南部家,三户城,无,已登场,南部信直,大名,首领,南部家,三户城,无,已登场,南部信直,大名,首领,南部家,三户城,无,已登场,南部信直,大名,首领,南部家,盛冈城,无,已登场,南部信直,家老,直臣,南部家,会津若松城,无
lord_1_nanbu,南部晴政,南部晴政,南部,晴政,Nanbu Harumasa,clan_nanbu_1,ou,精确匹配织丰,,1517,1554,1582,病死,南部政康,1321,,,石川高信 南部信直,只限武将,65,65,温和,勇敢,普通,普通,普通,69,武具,无欲,普通,源氏,刀剑,75,76,60,54,81,3,3,0,1,2,2,3,0,0,1,1,1,1,1,0,1,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,南部晴政,大名,首领,南部家,三户城,无,已登场,南部晴政,大名,首领,南部家,三户城,无,已登场,南部晴政,大名,首领,南部家,三户城,无,已登场,南部晴政,大名,首领,南部家,三户城,无,已登场,南部晴政,大名,首领,南部家,三户城,无,已死亡,南部晴政,无效,无效,无,无效,无,已死亡,南部晴政,无效,无效,无,无效,无,已死亡,南部晴政,无效,无效,无,无效,无,已登场,南部晴政,家老,直臣,南部家,会津若松城,无
lord_1_niro,新納忠元,新纳忠元,新纳,忠元,Niro Tadamoto,clan_niro_1,saikai,精确匹配织丰,,1526,1560,1610,病死,,,,,,只限武将,30,30,普通,勇敢,普通,轻率,普通,52,武具,普通,普通,源氏,刀剑,71,76,42,76,67,3,2,2,0,0,0,3,0,0,0,1,1,3,3,1,1,钓野伏,强袭,无,一般条件,,,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,侍大将,直臣,岛津家,内城,无,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,部将,直臣,岛津家,内城,无,已登场,新纳忠元,家老,直臣,岛津家,内城,无,已登场,新纳忠元,浪人,其他,无,宇须岸之町,无
lord_1_nishikawa_jin-emon,西川仁右衛門,西川仁右卫门,西川,仁右卫门,Nishikawa Jin-emon,clan_nishikawa_1,neutral_culture,基于分组自动创建家族,,1549,1563,1644,病死,,,,,,武将以外优先,30,30,温和,勇敢,现实,普通,重视情义,55,艺术品,贪心,普通,其他,枪,24,22,63,70,58,0,0,0,0,1,0,0,1,3,1,0,4,2,3,2,1,无,拔突，丢钱，贿赂,无,无要求,,,未登场,西川仁右卫门,浪人,其他,无,目加田之町,无,未登场,西川仁右卫门,浪人,其他,无,目加田之町,无,已登场,西川仁右卫门,浪人,其他,无,目加田之町,无,已登场,西川仁右卫门,浪人,其他,无,目加田之町,无,已登场,西川仁右卫门,当家,首领,山形屋,目加田之町,无,已登场,西川仁右卫门,当家,首领,山形屋,安土之町,无,已登场,西川仁右卫门,当家,首领,山形屋,安土之町,无,已登场,西川仁右卫门,当家,首领,山形屋,安土之町,无,已登场,西川仁右卫门,家老,直臣,西园寺家,山形城,无
lord_1_nishina,仁科盛信,仁科盛信,仁科,盛信,Nishina Morinobu,clan_nishina_1,tosan,精确匹配织丰,,1557,1571,1582,战死,武田信玄,449,武田信虎,801,一条信龙 武田胜赖 武田逍遥轩 武田信玄 武田信繁 武田信丰 武田义信 武田信虎,只限武将,61,61,性急,勇敢,普通,轻率,普通,46,武具,普通,普通,平氏,刀剑,70,74,55,41,65,2,3,2,0,2,2,2,1,1,1,1,0,1,1,1,0,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,仁科盛信,侍大将,直臣,武田家,踯躅崎馆,无,未登场,仁科盛信,侍大将,陪臣（武田信玄）,武田家,踯躅崎馆,无,未登场,仁科盛信,侍大将,直臣,武田家,踯躅崎馆,无,未登场,仁科盛信,侍大将,直臣,武田家,踯躅崎馆,无,已登场,仁科盛信,城主,直臣,武田家,高远城,无,已登场,仁科盛信,城主,直臣,武田家,高远城,无,已死亡,仁科盛信,无效,无效,无,无效,无,已死亡,仁科盛信,无效,无效,无,无效,无,已登场,仁科盛信,浪人,其他,无,丸龟之町,无
lord_1_nikyokurin_inosuke,二曲輪豬助,二曲轮猪助,二曲轮,猪助,Nikyokurin Inosuke,clan_nikyokurin_1,neutral_culture,基于分组自动创建家族,,1525,1554,1599,病死,,,,,,武将以外优先,80,80,普通,普通,现实,轻率,普通,20,武具,无欲,普通,其他,锁镰,41,75,24,63,44,2,0,1,1,1,3,1,4,0,0,0,2,0,0,0,2,城门爆破，奈落之术，雾隐之术，红莲之术,强袭，连续斩，拔突，二连苦无，半月，千鸟，横车，刚力，铁壁，分身之术,锁镰高手,无要求,,,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,上忍,直臣,风魔众,风魔之里,无,已登场,二曲轮猪助,下忍,直臣,伊贺众,伊贺之里,无,已登场,二曲轮猪助,家老,直臣,二阶堂家,金泽城,无
lord_1_ninomiya_narutoki,二宮就辰,二宫就辰,二宫,就辰,Ninomiya Narutoki,clan_ninomiya_1,sanyo,基于分组自动创建家族,,1541,1555,1599,病死,毛利元就,722,,,吉川广家 吉川元长 吉川元春 小早川隆景 小早川秀包 繁泽元氏 穗井田元清 毛利隆元 毛利辉元 毛利元就 毛利秀元,全职种,36,36,温和,普通,普通,慎重,重视情义,14,书籍,无欲,普通,其他,刀剑,40,24,69,47,67,0,0,0,0,0,0,0,0,3,2,3,2,1,1,1,1,无,强袭,无,无要求,,,未登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,未登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,足轻大将,直臣,毛利家,吉田郡山城,无,已登场,二宫就辰,部将,直臣,毛利家,广岛城,无,已登场,二宫就辰,家老,直臣,二阶堂家,金泽城,无
lord_1_nihonmatsu_2,二本松義繼,二本松义继,二本松,义继,Nihonmatsu Yoshitsugu,clan_nihonmatsu_1,ou,精确匹配织丰,,1552,1566,1585,战死,,,,,,只限武将,15,15,普通,普通,普通,轻率,不重情义,56,艺术品,普通,普通,源氏,刀剑,42,37,50,45,53,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,无,强袭,无,无要求,,,未登场,二本松义继,城主,直臣,芦名家,二本松城,无,未登场,二本松义继,城主,直臣,芦名家,二本松城,无,未登场,二本松义继,城主,直臣,芦名家,二本松城,无,已登场,二本松义继,城主,直臣,芦名家,二本松城,无,已登场,二本松义继,城主,直臣,芦名家,二本松城,无,已登场,二本松义继,城主,直臣,芦名家,二本松城,无,已登场,二本松义继,城主,直臣,芦名家,二本松城,无,已死亡,二本松义继,无效,无效,无,无效,无,已登场,二本松义继,部将,直臣,二阶堂家,金泽城,无
